Species_1,Species_2,Distance,Dist *100
353078721,544446249,0.866782,86.6782
38260414,544446249,0.016517,1.6517
38260410,544446249,0.046547,4.6547
38112399,544446249,0.016517,1.6517
38112395,544446249,0.048048,4.8048
156766565,544446249,0.816817,81.6817
156766545,544446249,0.816817,81.6817
156766537,544446249,0.816817,81.6817
156766533,544446249,0.816817,81.6817
156766529,544446249,0.816817,81.6817
156766505,544446249,0.816817,81.6817
149287217,544446249,0.018018,1.8018
21063917,544446249,0.81982,81.982
21038821,544446249,0.051051,5.1051
241897474,544446249,0.815315,81.5315
32265024,544446249,0.812312,81.2312
18025358,544446249,0.885886,88.5886
47531122,544446249,0.812312,81.2312
204324151,544446249,0.90991,90.991
195764992,544446249,0.882883,88.2883
KM052275,544446249,0.890265,89.0265
AY148187,544446249,0.885886,88.5886
M37899,544446249,0.81982,81.982
KF214742,544446249,0,0
GQ411199,544446249,0.096096,9.6096
62857328,514054828,0.005208,0.5208
9633607,514054828,0.775093,77.5093
6136264,514054828,0.888889,88.8889
138873,514054828,0.895833,89.5833
237642071,514054828,0.766423,76.6423
71658847,514054828,0.881944,88.1944
18999349,514054828,0.871528,87.1528
338826805,514054828,0.842014,84.2014
550455635,514054828,0.844444,84.4444
422933778,514054828,0.768953,76.8953
56698740,514054828,0.84375,84.375
33235706,514054828,0.809434,80.9434
23334622,514054828,0.852431,85.2431
23334619,514054828,0.647887,64.7887
401715658,514054828,0.845486,84.5486
389617268,514054828,0.757798,75.7798
378941792,514054828,0.814259,81.4259
817524604,514054828,0.793403,79.3403
6136266,514054828,0.759633,75.9633
6136265,514054828,0.765138,76.5138
726965494,514054828,0.871528,87.1528
726965490,514054828,0.869792,86.9792
726965486,514054828,0.871528,87.1528
726965482,514054828,0.868056,86.8056
726965478,514054828,0.866319,86.6319
753220758,514054828,0.899306,89.9306
208429852,514054828,0.899306,89.9306
34447098,514054828,0.770221,77.0221
23334612,514054828,0.850694,85.0694
698029512,514054828,0.848958,84.8958
672432742,514054828,0.871528,87.1528
672351302,514054828,0.875,87.5
302317864,514054828,0.901042,90.1042
283139266,514054828,0.876736,87.6736
229342012,514054828,0.895833,89.5833
212671461,514054828,0.901042,90.1042
182636909,514054828,0.885417,88.5417
166064279,514054828,0.885417,88.5417
164520995,514054828,0.890625,89.0625
92090662,514054828,0.880208,88.0208
22252953,514054828,0.873264,87.3264
601447521,514054828,0.850694,85.0694
557307522,514054828,0.599638,59.9638
544446249,514054828,0.876736,87.6736
514054828,514054828,0,0
514054822,514054828,0.001736,0.1736
514054816,514054828,0.003472,0.3472
514054798,514054828,0.005208,0.5208
514252782,514054828,0.871528,87.1528
482679745,514054828,0.871528,87.1528
416948801,514054828,0.875,87.5
402914238,514054828,0.876736,87.6736
322688187,514054828,0.895833,89.5833
294441962,514054828,0.875,87.5
41057570,514054828,0.761468,76.1468
400354852,514054828,0.847222,84.7222
359427494,514054828,0.875,87.5
353078721,514054828,0.883681,88.3681
38260414,514054828,0.875,87.5
38260410,514054828,0.871528,87.1528
38112399,514054828,0.871528,87.1528
38112395,514054828,0.871528,87.1528
156766565,514054828,0.899306,89.9306
156766545,514054828,0.897569,89.7569
156766537,514054828,0.899306,89.9306
156766533,514054828,0.897569,89.7569
156766529,514054828,0.897569,89.7569
156766505,514054828,0.901042,90.1042
149287217,514054828,0.875,87.5
21063917,514054828,0.897569,89.7569
21038821,514054828,0.871528,87.1528
241897474,514054828,0.897569,89.7569
32265024,514054828,0.892361,89.2361
18025358,514054828,0.850694,85.0694
47531122,514054828,0.887153,88.7153
204324151,514054828,0.833333,83.3333
195764992,514054828,0.838542,83.8542
KM052275,514054828,0.810619,81.0619
AY148187,514054828,0.842014,84.2014
M37899,514054828,0.895833,89.5833
KF214742,514054828,0.875,87.5
GQ411199,514054828,0.878472,87.8472
62857328,514054822,0.006944,0.6944
9633607,514054822,0.775093,77.5093
6136264,514054822,0.888889,88.8889
138873,514054822,0.895833,89.5833
237642071,514054822,0.766423,76.6423
71658847,514054822,0.881944,88.1944
18999349,514054822,0.873264,87.3264
338826805,514054822,0.842014,84.2014
550455635,514054822,0.844444,84.4444
422933778,514054822,0.768953,76.8953
56698740,514054822,0.84375,84.375
33235706,514054822,0.809434,80.9434
23334622,514054822,0.852431,85.2431
23334619,514054822,0.647887,64.7887
401715658,514054822,0.848958,84.8958
389617268,514054822,0.757798,75.7798
378941792,514054822,0.814259,81.4259
817524604,514054822,0.791667,79.1667
6136266,514054822,0.759633,75.9633
6136265,514054822,0.765138,76.5138
726965494,514054822,0.869792,86.9792
726965490,514054822,0.873264,87.3264
726965486,514054822,0.869792,86.9792
726965482,514054822,0.869792,86.9792
726965478,514054822,0.868056,86.8056
753220758,514054822,0.901042,90.1042
208429852,514054822,0.899306,89.9306
34447098,514054822,0.770221,77.0221
23334612,514054822,0.852431,85.2431
698029512,514054822,0.848958,84.8958
672432742,514054822,0.876736,87.6736
672351302,514054822,0.876736,87.6736
302317864,514054822,0.901042,90.1042
283139266,514054822,0.875,87.5
229342012,514054822,0.895833,89.5833
212671461,514054822,0.901042,90.1042
182636909,514054822,0.885417,88.5417
166064279,514054822,0.890625,89.0625
164520995,514054822,0.883681,88.3681
92090662,514054822,0.880208,88.0208
22252953,514054822,0.875,87.5
601447521,514054822,0.842014,84.2014
557307522,514054822,0.599638,59.9638
544446249,514054822,0.878472,87.8472
514054828,514054822,0.001736,0.1736
514054822,514054822,0,0
514054816,514054822,0.001736,0.1736
514054798,514054822,0.003472,0.3472
514252782,514054822,0.873264,87.3264
482679745,514054822,0.876736,87.6736
416948801,514054822,0.873264,87.3264
402914238,514054822,0.878472,87.8472
322688187,514054822,0.895833,89.5833
294441962,514054822,0.873264,87.3264
41057570,514054822,0.761468,76.1468
400354852,514054822,0.847222,84.7222
359427494,514054822,0.873264,87.3264
353078721,514054822,0.883681,88.3681
38260414,514054822,0.876736,87.6736
38260410,514054822,0.869792,86.9792
38112399,514054822,0.876736,87.6736
38112395,514054822,0.869792,86.9792
156766565,514054822,0.899306,89.9306
156766545,514054822,0.897569,89.7569
156766537,514054822,0.897569,89.7569
156766533,514054822,0.897569,89.7569
156766529,514054822,0.897569,89.7569
156766505,514054822,0.901042,90.1042
149287217,514054822,0.876736,87.6736
21063917,514054822,0.895833,89.5833
21038821,514054822,0.876736,87.6736
241897474,514054822,0.897569,89.7569
32265024,514054822,0.892361,89.2361
18025358,514054822,0.850694,85.0694
47531122,514054822,0.888889,88.8889
204324151,514054822,0.833333,83.3333
195764992,514054822,0.838542,83.8542
KM052275,514054822,0.810619,81.0619
AY148187,514054822,0.838542,83.8542
M37899,514054822,0.899306,89.9306
KF214742,514054822,0.878472,87.8472
GQ411199,514054822,0.878472,87.8472
62857328,514054816,0.005208,0.5208
9633607,514054816,0.775093,77.5093
6136264,514054816,0.888889,88.8889
138873,514054816,0.895833,89.5833
237642071,514054816,0.768248,76.8248
71658847,514054816,0.881944,88.1944
18999349,514054816,0.873264,87.3264
338826805,514054816,0.842014,84.2014
550455635,514054816,0.844444,84.4444
422933778,514054816,0.768953,76.8953
56698740,514054816,0.84375,84.375
33235706,514054816,0.809434,80.9434
23334622,514054816,0.852431,85.2431
23334619,514054816,0.647887,64.7887
401715658,514054816,0.848958,84.8958
389617268,514054816,0.757798,75.7798
378941792,514054816,0.814259,81.4259
817524604,514054816,0.791667,79.1667
6136266,514054816,0.759633,75.9633
6136265,514054816,0.765138,76.5138
726965494,514054816,0.869792,86.9792
726965490,514054816,0.873264,87.3264
726965486,514054816,0.869792,86.9792
726965482,514054816,0.871528,87.1528
726965478,514054816,0.868056,86.8056
753220758,514054816,0.897569,89.7569
208429852,514054816,0.899306,89.9306
34447098,514054816,0.770221,77.0221
23334612,514054816,0.850694,85.0694
698029512,514054816,0.848958,84.8958
672432742,514054816,0.873264,87.3264
672351302,514054816,0.876736,87.6736
302317864,514054816,0.901042,90.1042
283139266,514054816,0.878472,87.8472
229342012,514054816,0.895833,89.5833
212671461,514054816,0.901042,90.1042
182636909,514054816,0.885417,88.5417
166064279,514054816,0.890625,89.0625
164520995,514054816,0.890625,89.0625
92090662,514054816,0.880208,88.0208
22252953,514054816,0.875,87.5
601447521,514054816,0.850694,85.0694
557307522,514054816,0.597826,59.7826
544446249,514054816,0.878472,87.8472
514054828,514054816,0.003472,0.3472
514054822,514054816,0.001736,0.1736
514054816,514054816,0,0
514054798,514054816,0.001736,0.1736
514252782,514054816,0.876736,87.6736
482679745,514054816,0.869792,86.9792
416948801,514054816,0.876736,87.6736
402914238,514054816,0.873264,87.3264
322688187,514054816,0.895833,89.5833
294441962,514054816,0.873264,87.3264
41057570,514054816,0.761468,76.1468
400354852,514054816,0.840278,84.0278
359427494,514054816,0.876736,87.6736
353078721,514054816,0.883681,88.3681
38260414,514054816,0.875,87.5
38260410,514054816,0.869792,86.9792
38112399,514054816,0.873264,87.3264
38112395,514054816,0.876736,87.6736
156766565,514054816,0.899306,89.9306
156766545,514054816,0.897569,89.7569
156766537,514054816,0.897569,89.7569
156766533,514054816,0.897569,89.7569
156766529,514054816,0.897569,89.7569
156766505,514054816,0.901042,90.1042
149287217,514054816,0.876736,87.6736
21063917,514054816,0.897569,89.7569
21038821,514054816,0.873264,87.3264
241897474,514054816,0.897569,89.7569
32265024,514054816,0.892361,89.2361
18025358,514054816,0.850694,85.0694
47531122,514054816,0.887153,88.7153
204324151,514054816,0.833333,83.3333
195764992,514054816,0.838542,83.8542
KM052275,514054816,0.821239,82.1239
AY148187,514054816,0.840278,84.0278
M37899,514054816,0.895833,89.5833
KF214742,514054816,0.878472,87.8472
GQ411199,514054816,0.878472,87.8472
62857328,514054798,0.006944,0.6944
9633607,514054798,0.776952,77.6952
6136264,514054798,0.888889,88.8889
138873,514054798,0.894097,89.4097
237642071,514054798,0.768248,76.8248
71658847,514054798,0.883681,88.3681
18999349,514054798,0.873264,87.3264
338826805,514054798,0.84375,84.375
550455635,514054798,0.846465,84.6465
422933778,514054798,0.768953,76.8953
56698740,514054798,0.852431,85.2431
33235706,514054798,0.809434,80.9434
23334622,514054798,0.852431,85.2431
23334619,514054798,0.647887,64.7887
401715658,514054798,0.845486,84.5486
389617268,514054798,0.757798,75.7798
378941792,514054798,0.814259,81.4259
817524604,514054798,0.793403,79.3403
6136266,514054798,0.759633,75.9633
6136265,514054798,0.765138,76.5138
726965494,514054798,0.869792,86.9792
726965490,514054798,0.873264,87.3264
726965486,514054798,0.869792,86.9792
726965482,514054798,0.868056,86.8056
726965478,514054798,0.868056,86.8056
753220758,514054798,0.897569,89.7569
208429852,514054798,0.899306,89.9306
34447098,514054798,0.770221,77.0221
23334612,514054798,0.852431,85.2431
698029512,514054798,0.850694,85.0694
672432742,514054798,0.876736,87.6736
672351302,514054798,0.876736,87.6736
302317864,514054798,0.901042,90.1042
283139266,514054798,0.878472,87.8472
229342012,514054798,0.895833,89.5833
212671461,514054798,0.901042,90.1042
182636909,514054798,0.885417,88.5417
166064279,514054798,0.885417,88.5417
164520995,514054798,0.890625,89.0625
92090662,514054798,0.881944,88.1944
22252953,514054798,0.875,87.5
601447521,514054798,0.850694,85.0694
557307522,514054798,0.597826,59.7826
544446249,514054798,0.878472,87.8472
514054828,514054798,0.005208,0.5208
514054822,514054798,0.003472,0.3472
514054816,514054798,0.001736,0.1736
514054798,514054798,0,0
514252782,514054798,0.873264,87.3264
482679745,514054798,0.876736,87.6736
416948801,514054798,0.873264,87.3264
402914238,514054798,0.875,87.5
322688187,514054798,0.895833,89.5833
294441962,514054798,0.876736,87.6736
41057570,514054798,0.761468,76.1468
400354852,514054798,0.840278,84.0278
359427494,514054798,0.876736,87.6736
353078721,514054798,0.883681,88.3681
38260414,514054798,0.876736,87.6736
38260410,514054798,0.869792,86.9792
38112399,514054798,0.873264,87.3264
38112395,514054798,0.873264,87.3264
156766565,514054798,0.899306,89.9306
156766545,514054798,0.897569,89.7569
156766537,514054798,0.897569,89.7569
156766533,514054798,0.899306,89.9306
156766529,514054798,0.897569,89.7569
156766505,514054798,0.897569,89.7569
149287217,514054798,0.876736,87.6736
21063917,514054798,0.897569,89.7569
21038821,514054798,0.876736,87.6736
241897474,514054798,0.897569,89.7569
32265024,514054798,0.892361,89.2361
18025358,514054798,0.850694,85.0694
47531122,514054798,0.887153,88.7153
204324151,514054798,0.833333,83.3333
195764992,514054798,0.838542,83.8542
KM052275,514054798,0.810619,81.0619
AY148187,514054798,0.840278,84.0278
M37899,514054798,0.895833,89.5833
KF214742,514054798,0.878472,87.8472
GQ411199,514054798,0.878472,87.8472
62857328,514252782,0.875,87.5
9633607,514252782,0.877323,87.7323
6136264,514252782,0.821615,82.1615
138873,514252782,0.822917,82.2917
237642071,514252782,0.866788,86.6788
71658847,514252782,0.870466,87.0466
18999349,514252782,0.041667,4.1667
338826805,514252782,0.886398,88.6398
550455635,514252782,0.880808,88.0808
422933778,514252782,0.875451,87.5451
56698740,514252782,0.880208,88.0208
33235706,514252782,0.871698,87.1698
23334622,514252782,0.897742,89.7742
23334619,514252782,0.894366,89.4366
401715658,514252782,0.890789,89.0789
389617268,514252782,0.875229,87.5229
378941792,514252782,0.870544,87.0544
817524604,514252782,0.868739,86.8739
6136266,514252782,0.880734,88.0734
6136265,514252782,0.87156,87.156
726965494,514252782,0.03003,3.003
726965490,514252782,0.034535,3.4535
726965486,514252782,0.034535,3.4535
726965482,514252782,0.039039,3.9039
726965478,514252782,0.042042,4.2042
753220758,514252782,0.830729,83.0729
208429852,514252782,0.833333,83.3333
34447098,514252782,0.871324,87.1324
23334612,514252782,0.883289,88.3289
698029512,514252782,0.897333,89.7333
672432742,514252782,0.043544,4.3544
672351302,514252782,0.042042,4.2042
302317864,514252782,0.859862,85.9862
283139266,514252782,0.045045,4.5045
229342012,514252782,0.830729,83.0729
212671461,514252782,0.864818,86.4818
182636909,514252782,0.866782,86.6782
166064279,514252782,0.870242,87.0242
164520995,514252782,0.859862,85.9862
92090662,514252782,0.856401,85.6401
22252953,514252782,0.087087,8.7087
601447521,514252782,0.880319,88.0319
557307522,514252782,0.893116,89.3116
544446249,514252782,0.057057,5.7057
514054828,514252782,0.871528,87.1528
514054822,514252782,0.873264,87.3264
514054816,514252782,0.876736,87.6736
514054798,514252782,0.873264,87.3264
514252782,514252782,0,0
482679745,514252782,0.009009,0.9009
416948801,514252782,0.048048,4.8048
402914238,514252782,0.046547,4.6547
322688187,514252782,0.824219,82.4219
294441962,514252782,0.042042,4.2042
41057570,514252782,0.87156,87.156
400354852,514252782,0.883134,88.3134
359427494,514252782,0.048048,4.8048
353078721,514252782,0.861592,86.1592
38260414,514252782,0.043544,4.3544
38260410,514252782,0.018018,1.8018
38112399,514252782,0.043544,4.3544
38112395,514252782,0.009009,0.9009
156766565,514252782,0.832031,83.2031
156766545,514252782,0.832031,83.2031
156766537,514252782,0.832031,83.2031
156766533,514252782,0.832031,83.2031
156766529,514252782,0.832031,83.2031
156766505,514252782,0.832031,83.2031
149287217,514252782,0.045045,4.5045
21063917,514252782,0.829427,82.9427
21038821,514252782,0.009009,0.9009
241897474,514252782,0.830729,83.0729
32265024,514252782,0.824219,82.4219
18025358,514252782,0.897878,89.7878
47531122,514252782,0.822917,82.2917
204324151,514252782,0.885915,88.5915
195764992,514252782,0.88169,88.169
KM052275,514252782,0.872566,87.2566
AY148187,514252782,0.885387,88.5387
M37899,514252782,0.825521,82.5521
KF214742,514252782,0.057057,5.7057
GQ411199,514252782,0.057057,5.7057
62857328,482679745,0.875,87.5
9633607,482679745,0.873606,87.3606
6136264,482679745,0.809309,80.9309
138873,482679745,0.815315,81.5315
237642071,482679745,0.868613,86.8613
71658847,482679745,0.868739,86.8739
18999349,482679745,0.036036,3.6036
338826805,482679745,0.884384,88.4384
550455635,482679745,0.880808,88.0808
422933778,482679745,0.877256,87.7256
56698740,482679745,0.87988,87.988
33235706,482679745,0.869811,86.9811
23334622,482679745,0.884384,88.4384
23334619,482679745,0.894366,89.4366
401715658,482679745,0.872372,87.2372
389617268,482679745,0.875229,87.5229
378941792,482679745,0.87242,87.242
817524604,482679745,0.868739,86.8739
6136266,482679745,0.880734,88.0734
6136265,482679745,0.87156,87.156
726965494,482679745,0.024024,2.4024
726965490,482679745,0.028529,2.8529
726965486,482679745,0.025526,2.5526
726965482,482679745,0.033033,3.3033
726965478,482679745,0.036036,3.6036
753220758,482679745,0.815315,81.5315
208429852,482679745,0.816817,81.6817
34447098,482679745,0.871324,87.1324
23334612,482679745,0.882883,88.2883
698029512,482679745,0.887387,88.7387
672432742,482679745,0.037538,3.7538
672351302,482679745,0.036036,3.6036
302317864,482679745,0.866782,86.6782
283139266,482679745,0.039039,3.9039
229342012,482679745,0.816817,81.6817
212671461,482679745,0.864818,86.4818
182636909,482679745,0.866782,86.6782
166064279,482679745,0.870242,87.0242
164520995,482679745,0.868512,86.8512
92090662,482679745,0.863322,86.3322
22252953,482679745,0.085586,8.5586
601447521,482679745,0.878378,87.8378
557307522,482679745,0.894928,89.4928
544446249,482679745,0.051051,5.1051
514054828,482679745,0.871528,87.1528
514054822,482679745,0.876736,87.6736
514054816,482679745,0.869792,86.9792
514054798,482679745,0.876736,87.6736
514252782,482679745,0.009009,0.9009
482679745,482679745,0,0
416948801,482679745,0.045045,4.5045
402914238,482679745,0.040541,4.0541
322688187,482679745,0.816817,81.6817
294441962,482679745,0.036036,3.6036
41057570,482679745,0.87156,87.156
400354852,482679745,0.881381,88.1381
359427494,482679745,0.042042,4.2042
353078721,482679745,0.870242,87.0242
38260414,482679745,0.037538,3.7538
38260410,482679745,0.013514,1.3514
38112399,482679745,0.037538,3.7538
38112395,482679745,0.006006,0.6006
156766565,482679745,0.815315,81.5315
156766545,482679745,0.815315,81.5315
156766537,482679745,0.815315,81.5315
156766533,482679745,0.815315,81.5315
156766529,482679745,0.815315,81.5315
156766505,482679745,0.815315,81.5315
149287217,482679745,0.039039,3.9039
21063917,482679745,0.815315,81.5315
21038821,482679745,0.006006,0.6006
241897474,482679745,0.813814,81.3814
32265024,482679745,0.807808,80.7808
18025358,482679745,0.878378,87.8378
47531122,482679745,0.804805,80.4805
204324151,482679745,0.887387,88.7387
195764992,482679745,0.902402,90.2402
KM052275,482679745,0.876106,87.6106
AY148187,482679745,0.887387,88.7387
M37899,482679745,0.815315,81.5315
KF214742,482679745,0.051051,5.1051
GQ411199,482679745,0.054054,5.4054
62857328,416948801,0.875,87.5
9633607,416948801,0.877323,87.7323
6136264,416948801,0.812312,81.2312
138873,416948801,0.816817,81.6817
237642071,416948801,0.866788,86.6788
71658847,416948801,0.867012,86.7012
18999349,416948801,0.016517,1.6517
338826805,416948801,0.884384,88.4384
550455635,416948801,0.888889,88.8889
422933778,416948801,0.870036,87.0036
56698740,416948801,0.870871,87.0871
33235706,416948801,0.871698,87.1698
23334622,416948801,0.897898,89.7898
23334619,416948801,0.890845,89.0845
401715658,416948801,0.87988,87.988
389617268,416948801,0.878899,87.8899
378941792,416948801,0.866792,86.6792
817524604,416948801,0.88601,88.601
6136266,416948801,0.884404,88.4404
6136265,416948801,0.873394,87.3394
726965494,416948801,0.03003,3.003
726965490,416948801,0.031532,3.1532
726965486,416948801,0.025526,2.5526
726965482,416948801,0.022523,2.2523
726965478,416948801,0.018018,1.8018
753220758,416948801,0.824324,82.4324
208429852,416948801,0.824324,82.4324
34447098,416948801,0.869485,86.9485
23334612,416948801,0.885886,88.5886
698029512,416948801,0.89039,89.039
672432742,416948801,0.013514,1.3514
672351302,416948801,0.015015,1.5015
302317864,416948801,0.865052,86.5052
283139266,416948801,0.040541,4.0541
229342012,416948801,0.824324,82.4324
212671461,416948801,0.870017,87.0017
182636909,416948801,0.870242,87.0242
166064279,416948801,0.868512,86.8512
164520995,416948801,0.865052,86.5052
92090662,416948801,0.871972,87.1972
22252953,416948801,0.087087,8.7087
601447521,416948801,0.878378,87.8378
557307522,416948801,0.894928,89.4928
544446249,416948801,0.027027,2.7027
514054828,416948801,0.875,87.5
514054822,416948801,0.873264,87.3264
514054816,416948801,0.876736,87.6736
514054798,416948801,0.873264,87.3264
514252782,416948801,0.048048,4.8048
482679745,416948801,0.045045,4.5045
416948801,416948801,0,0
402914238,416948801,0.016517,1.6517
322688187,416948801,0.813814,81.3814
294441962,416948801,0.012012,1.2012
41057570,416948801,0.877064,87.7064
400354852,416948801,0.891892,89.1892
359427494,416948801,0.018018,1.8018
353078721,416948801,0.866782,86.6782
38260414,416948801,0.013514,1.3514
38260410,416948801,0.039039,3.9039
38112399,416948801,0.013514,1.3514
38112395,416948801,0.039039,3.9039
156766565,416948801,0.822823,82.2823
156766545,416948801,0.822823,82.2823
156766537,416948801,0.822823,82.2823
156766533,416948801,0.822823,82.2823
156766529,416948801,0.822823,82.2823
156766505,416948801,0.822823,82.2823
149287217,416948801,0.015015,1.5015
21063917,416948801,0.827327,82.7327
21038821,416948801,0.042042,4.2042
241897474,416948801,0.821321,82.1321
32265024,416948801,0.815315,81.5315
18025358,416948801,0.885886,88.5886
47531122,416948801,0.815315,81.5315
204324151,416948801,0.906907,90.6907
195764992,416948801,0.899399,89.9399
KM052275,416948801,0.877876,87.7876
AY148187,416948801,0.89039,89.039
M37899,416948801,0.825826,82.5826
KF214742,416948801,0.027027,2.7027
GQ411199,416948801,0.087087,8.7087
62857328,402914238,0.876736,87.6736
9633607,402914238,0.875465,87.5465
6136264,402914238,0.813814,81.3814
138873,402914238,0.822823,82.2823
237642071,402914238,0.864964,86.4964
71658847,402914238,0.868739,86.8739
18999349,402914238,0.009009,0.9009
338826805,402914238,0.885886,88.5886
550455635,402914238,0.878788,87.8788
422933778,402914238,0.879061,87.9061
56698740,402914238,0.875375,87.5375
33235706,402914238,0.871698,87.1698
23334622,402914238,0.896396,89.6396
23334619,402914238,0.896127,89.6127
401715658,402914238,0.887387,88.7387
389617268,402914238,0.877064,87.7064
378941792,402914238,0.870544,87.0544
817524604,402914238,0.88601,88.601
6136266,402914238,0.884404,88.4404
6136265,402914238,0.878899,87.8899
726965494,402914238,0.022523,2.2523
726965490,402914238,0.024024,2.4024
726965486,402914238,0.018018,1.8018
726965482,402914238,0.015015,1.5015
726965478,402914238,0.010511,1.0511
753220758,402914238,0.821321,82.1321
208429852,402914238,0.821321,82.1321
34447098,402914238,0.871324,87.1324
23334612,402914238,0.884384,88.4384
698029512,402914238,0.885886,88.5886
672432742,402914238,0.006006,0.6006
672351302,402914238,0.007508,0.7508
302317864,402914238,0.865052,86.5052
283139266,402914238,0.033033,3.3033
229342012,402914238,0.821321,82.1321
212671461,402914238,0.873484,87.3484
182636909,402914238,0.870242,87.0242
166064279,402914238,0.868512,86.8512
164520995,402914238,0.865052,86.5052
92090662,402914238,0.870242,87.0242
22252953,402914238,0.082583,8.2583
601447521,402914238,0.878378,87.8378
557307522,402914238,0.88587,88.587
544446249,402914238,0.016517,1.6517
514054828,402914238,0.876736,87.6736
514054822,402914238,0.878472,87.8472
514054816,402914238,0.873264,87.3264
514054798,402914238,0.875,87.5
514252782,402914238,0.046547,4.6547
482679745,402914238,0.040541,4.0541
416948801,402914238,0.016517,1.6517
402914238,402914238,0,0
322688187,402914238,0.822823,82.2823
294441962,402914238,0.004505,0.4505
41057570,402914238,0.877064,87.7064
400354852,402914238,0.893393,89.3393
359427494,402914238,0.010511,1.0511
353078721,402914238,0.866782,86.6782
38260414,402914238,0.006006,0.6006
38260410,402914238,0.036036,3.6036
38112399,402914238,0.006006,0.6006
38112395,402914238,0.037538,3.7538
156766565,402914238,0.81982,81.982
156766545,402914238,0.81982,81.982
156766537,402914238,0.81982,81.982
156766533,402914238,0.81982,81.982
156766529,402914238,0.81982,81.982
156766505,402914238,0.81982,81.982
149287217,402914238,0.007508,0.7508
21063917,402914238,0.818318,81.8318
21038821,402914238,0.040541,4.0541
241897474,402914238,0.818318,81.8318
32265024,402914238,0.813814,81.3814
18025358,402914238,0.885886,88.5886
47531122,402914238,0.813814,81.3814
204324151,402914238,0.90991,90.991
195764992,402914238,0.905405,90.5405
KM052275,402914238,0.877876,87.7876
AY148187,402914238,0.885886,88.5886
M37899,402914238,0.822823,82.2823
KF214742,402914238,0.016517,1.6517
GQ411199,402914238,0.085586,8.5586
62857328,322688187,0.895833,89.5833
9633607,322688187,0.888476,88.8476
6136264,322688187,0.239752,23.9752
138873,322688187,0.010601,1.0601
237642071,322688187,0.859489,85.9489
71658847,322688187,0.88601,88.601
18999349,322688187,0.824219,82.4219
338826805,322688187,0.890882,89.0882
550455635,322688187,0.888889,88.8889
422933778,322688187,0.889892,88.9892
56698740,322688187,0.889032,88.9032
33235706,322688187,0.873585,87.3585
23334622,322688187,0.888446,88.8446
23334619,322688187,0.883803,88.3803
401715658,322688187,0.892105,89.2105
389617268,322688187,0.891743,89.1743
378941792,322688187,0.893058,89.3058
817524604,322688187,0.879102,87.9102
6136266,322688187,0.878899,87.8899
6136265,322688187,0.889908,88.9908
726965494,322688187,0.818318,81.8318
726965490,322688187,0.81982,81.982
726965486,322688187,0.804805,80.4805
726965482,322688187,0.806306,80.6306
726965478,322688187,0.81982,81.982
753220758,322688187,0.168142,16.8142
208429852,322688187,0.060683,6.0683
34447098,322688187,0.882353,88.2353
23334612,322688187,0.891247,89.1247
698029512,322688187,0.881333,88.1333
672432742,322688187,0.81982,81.982
672351302,322688187,0.81982,81.982
302317864,322688187,0.880623,88.0623
283139266,322688187,0.818318,81.8318
229342012,322688187,0.057715,5.7715
212671461,322688187,0.890815,89.0815
182636909,322688187,0.880623,88.0623
166064279,322688187,0.878893,87.8893
164520995,322688187,0.880623,88.0623
92090662,322688187,0.889273,88.9273
22252953,322688187,0.813814,81.3814
601447521,322688187,0.893617,89.3617
557307522,322688187,0.88587,88.587
544446249,322688187,0.821321,82.1321
514054828,322688187,0.895833,89.5833
514054822,322688187,0.895833,89.5833
514054816,322688187,0.895833,89.5833
514054798,322688187,0.895833,89.5833
514252782,322688187,0.824219,82.4219
482679745,322688187,0.816817,81.6817
416948801,322688187,0.813814,81.3814
402914238,322688187,0.822823,82.2823
322688187,322688187,0,0
294441962,322688187,0.81982,81.982
41057570,322688187,0.882569,88.2569
400354852,322688187,0.883134,88.3134
359427494,322688187,0.81982,81.982
353078721,322688187,0.878893,87.8893
38260414,322688187,0.81982,81.982
38260410,322688187,0.81982,81.982
38112399,322688187,0.81982,81.982
38112395,322688187,0.818318,81.8318
156766565,322688187,0.053097,5.3097
156766545,322688187,0.05689,5.689
156766537,322688187,0.064475,6.4475
156766533,322688187,0.055626,5.5626
156766529,322688187,0.054362,5.4362
156766505,322688187,0.053097,5.3097
149287217,322688187,0.81982,81.982
21063917,322688187,0.095839,9.5839
21038821,322688187,0.809309,80.9309
241897474,322688187,0.055626,5.5626
32265024,322688187,0.225316,22.5316
18025358,322688187,0.891247,89.1247
47531122,322688187,0.229114,22.9114
204324151,322688187,0.880282,88.0282
195764992,322688187,0.880282,88.0282
KM052275,322688187,0.902655,90.2655
AY148187,322688187,0.879656,87.9656
M37899,322688187,0.008838,0.8838
KF214742,322688187,0.821321,82.1321
GQ411199,322688187,0.81982,81.982
62857328,294441962,0.871528,87.1528
9633607,294441962,0.864312,86.4312
6136264,294441962,0.810811,81.0811
138873,294441962,0.81982,81.982
237642071,294441962,0.863139,86.3139
71658847,294441962,0.868739,86.8739
18999349,294441962,0.004505,0.4505
338826805,294441962,0.885886,88.5886
550455635,294441962,0.888889,88.8889
422933778,294441962,0.875451,87.5451
56698740,294441962,0.873874,87.3874
33235706,294441962,0.869811,86.9811
23334622,294441962,0.896396,89.6396
23334619,294441962,0.896127,89.6127
401715658,294441962,0.885886,88.5886
389617268,294441962,0.875229,87.5229
378941792,294441962,0.868668,86.8668
817524604,294441962,0.868739,86.8739
6136266,294441962,0.880734,88.0734
